,Date,Mean Temp (C),Max Temp (C),Min Temp (C),R. Humidity (%),Wind Speed (m/s),S. Pressure (kPa),Net Radiation (MJ/m^2/day),ET0 (mm/day)
8530,10-05-2008,32.92,40.22,25.14,34.62,4.3,96.11,15.68,10.53
8531,11-05-2008,33.27,40.86,25.33,31.0,3.97,96.08,14.83,10.43
8532,12-05-2008,32.98,41.38,24.28,34.06,4.59,96.07,15.86,11.1
8533,13-05-2008,33.1,41.19,24.62,35.19,4.43,96.13,15.87,10.8
8534,14-05-2008,33.27,41.41,24.76,32.62,5.41,96.16,15.64,12.02
8535,15-05-2008,33.01,41.19,24.67,32.69,5.5,96.13,15.99,12.15
8536,16-05-2008,32.82,40.81,24.08,35.25,5.8,96.13,16.7,12.1
8537,17-05-2008,33.13,42.11,24.23,36.88,6.23,95.97,16.33,12.53
8538,18-05-2008,32.1,40.57,24.05,41.56,6.3,95.81,16.99,11.78
8539,19-05-2008,32.35,41.62,23.66,44.12,5.48,95.91,17.27,11.14
8540,20-05-2008,32.48,41.13,23.88,43.5,5.19,95.97,16.92,10.8
8541,21-05-2008,32.11,40.0,24.33,42.94,5.61,95.95,17.21,11.05
8542,22-05-2008,32.51,40.52,24.58,44.19,5.28,95.91,16.84,10.68
8543,23-05-2008,33.39,40.99,25.21,39.19,4.76,95.91,16.11,10.71
8544,24-05-2008,33.94,41.71,25.87,34.19,4.34,95.84,14.52,10.58
8545,25-05-2008,33.87,42.3,25.43,24.25,3.92,95.84,15.08,11.34
8546,26-05-2008,34.2,42.32,25.05,24.06,4.07,95.94,15.54,11.57
8547,27-05-2008,35.1,42.52,27.05,25.62,4.69,95.96,14.73,12.09
8548,28-05-2008,35.01,42.23,27.51,27.56,4.49,95.81,16.12,12.01
8549,29-05-2008,34.05,41.6,27.05,35.31,4.93,95.79,16.76,11.74
8550,30-05-2008,34.28,42.3,25.87,36.31,4.55,95.87,16.55,11.21
8551,31-05-2008,34.16,41.44,26.33,36.88,4.55,95.83,15.84,10.81
8552,01-06-2008,34.27,41.9,26.21,38.12,4.88,95.81,16.1,11.13
8553,02-06-2008,34.12,41.46,26.62,39.5,4.42,95.8,13.84,9.93
8554,03-06-2008,34.82,41.82,27.56,35.88,4.07,95.88,14.86,10.3
8555,04-06-2008,34.69,40.9,27.79,36.31,4.16,96.0,12.6,9.58
8556,05-06-2008,33.08,37.85,27.34,43.31,4.79,95.91,14.8,9.56
8557,06-06-2008,31.0,36.74,27.08,53.94,5.06,95.71,13.45,8.27
8558,07-06-2008,30.47,35.81,26.21,57.5,2.12,95.65,15.31,6.54
8559,08-06-2008,30.12,35.81,25.08,63.31,2.1,95.57,15.27,6.17
8560,09-06-2008,28.95,33.54,25.67,70.25,1.78,95.63,15.79,5.74
8561,10-06-2008,27.08,30.69,24.62,76.88,2.3,95.73,12.47,4.48
8562,11-06-2008,28.58,33.92,23.84,70.19,3.57,95.73,11.51,5.16
8563,12-06-2008,28.35,34.56,23.9,70.94,4.51,95.62,9.83,5.06
8564,13-06-2008,27.64,32.48,24.39,72.75,4.48,95.59,11.84,5.22
8565,14-06-2008,27.96,34.15,23.15,73.19,5.34,95.37,10.5,5.16
8566,15-06-2008,27.44,32.49,24.23,72.06,6.27,95.36,10.56,5.43
8567,16-06-2008,28.36,34.09,24.12,69.25,5.9,95.41,10.84,5.85
8568,17-06-2008,26.69,30.03,24.36,75.44,5.05,95.48,7.47,3.94
8569,18-06-2008,28.33,33.64,24.19,69.81,6.03,95.49,6.73,4.88
8570,19-06-2008,27.69,33.11,23.83,70.19,5.08,95.65,4.82,4.05
8571,20-06-2008,28.24,33.86,23.72,70.0,4.81,95.83,5.85,4.25
8572,21-06-2008,28.07,32.98,24.38,71.12,4.72,95.87,8.13,4.61
8573,22-06-2008,29.03,34.82,24.06,66.75,4.62,95.78,9.95,5.54
8574,23-06-2008,29.09,34.65,24.23,66.25,4.99,95.73,12.75,6.37
8575,24-06-2008,28.12,32.29,24.29,71.56,4.09,95.68,12.11,5.26
8576,25-06-2008,27.52,31.59,24.61,76.69,4.05,95.71,10.22,4.35
8577,26-06-2008,27.48,31.27,24.18,77.44,3.73,95.75,11.26,4.44
8578,27-06-2008,27.69,32.38,24.33,75.06,3.46,95.68,10.11,4.34
8579,28-06-2008,27.29,32.51,24.13,74.25,3.7,95.63,8.71,4.14
8580,29-06-2008,28.62,34.91,23.38,69.62,3.04,95.54,13.6,5.62
8581,30-06-2008,27.2,30.96,24.44,78.88,2.8,95.59,12.16,4.39
8582,01-07-2008,27.07,31.95,23.23,80.31,3.37,95.66,10.58,4.0
8583,02-07-2008,27.37,32.19,23.65,76.69,4.52,95.81,10.15,4.43
8584,03-07-2008,28.08,33.58,23.86,74.38,3.92,95.76,7.93,4.04
8585,04-07-2008,27.8,32.62,24.41,74.75,4.6,95.77,9.65,4.57
8586,05-07-2008,28.19,34.15,23.86,73.44,4.32,95.7,11.06,5.04
8587,06-07-2008,27.79,33.01,24.14,72.62,4.98,95.68,10.34,5.04
8588,07-07-2008,27.01,31.38,24.08,76.38,5.32,95.65,8.1,4.13
8589,08-07-2008,26.12,29.54,23.53,81.12,5.52,95.55,8.05,3.55
8590,09-07-2008,25.33,27.48,23.94,83.19,4.5,95.64,7.76,3.09
8591,10-07-2008,25.42,28.8,23.85,85.06,4.2,95.67,5.25,2.39
8592,11-07-2008,26.21,30.05,23.4,82.75,5.66,95.5,6.8,3.16
8593,12-07-2008,27.15,32.25,23.96,79.69,4.61,95.5,7.87,3.67
8594,13-07-2008,27.12,31.83,23.54,76.25,3.41,95.79,7.99,3.66
8595,14-07-2008,27.07,31.7,23.58,79.25,3.27,95.96,9.92,3.89
8596,15-07-2008,27.55,32.21,23.88,77.38,3.7,95.86,11.45,4.53
8597,16-07-2008,27.7,32.76,23.75,74.88,3.75,95.71,12.14,4.93
8598,17-07-2008,28.16,34.11,23.48,72.06,3.66,95.67,11.88,5.15
8599,18-07-2008,28.05,34.05,23.31,72.62,3.62,95.71,12.17,5.15
8600,19-07-2008,28.09,33.35,23.77,72.94,2.62,95.68,13.12,5.06
8601,20-07-2008,27.58,31.95,24.36,75.12,2.71,95.75,11.59,4.5
8602,21-07-2008,27.82,32.65,23.78,73.31,2.67,95.86,12.29,4.79
8603,22-07-2008,28.07,32.75,23.97,71.88,1.93,95.74,13.38,4.95
8604,23-07-2008,27.99,33.33,23.69,71.69,1.91,95.74,13.8,5.09
8605,24-07-2008,28.02,33.7,23.66,72.31,1.92,95.66,12.73,4.78
8606,25-07-2008,28.08,34.58,23.69,74.81,2.05,95.47,11.56,4.43
8607,26-07-2008,27.61,32.88,24.19,76.0,2.9,95.45,10.37,4.22
8608,27-07-2008,26.08,29.4,23.58,85.25,3.09,95.41,5.68,2.33
8609,28-07-2008,25.94,29.38,23.82,87.31,2.16,95.25,10.7,3.41
8610,29-07-2008,25.57,28.5,23.41,88.06,2.31,95.28,4.92,1.85
8611,30-07-2008,25.58,29.55,22.75,85.31,3.28,95.35,8.29,2.97
8612,31-07-2008,25.29,28.48,22.74,86.0,2.92,95.61,9.58,3.17
8613,01-08-2008,24.97,27.31,23.26,87.69,3.17,95.71,7.06,2.45
8614,02-08-2008,26.3,30.12,23.23,84.0,2.81,95.65,10.24,3.52
8615,03-08-2008,26.76,31.05,23.3,81.75,3.03,95.65,9.87,3.64
8616,04-08-2008,26.37,29.23,24.12,85.5,2.34,95.68,9.68,3.25
8617,05-08-2008,26.18,29.73,23.5,87.25,2.75,95.71,6.02,2.26
8618,06-08-2008,25.96,29.51,23.65,86.19,3.73,95.66,8.07,2.92
8619,07-08-2008,25.76,29.7,23.29,84.81,4.22,95.59,8.94,3.27
8620,08-08-2008,25.44,28.73,23.04,86.25,3.99,95.55,7.18,2.69
8621,09-08-2008,25.81,29.4,23.14,85.5,3.98,95.41,7.44,2.83
8622,10-08-2008,25.19,27.96,23.58,89.94,3.57,95.23,6.54,2.23
8623,11-08-2008,26.29,30.41,23.73,87.69,2.7,94.89,7.33,2.58
8624,12-08-2008,25.7,29.85,23.29,86.69,6.15,95.04,8.24,3.09
8625,13-08-2008,26.44,31.18,22.66,85.56,3.83,95.43,9.54,3.37
8626,14-08-2008,26.11,30.04,23.58,84.94,4.16,95.57,7.44,2.93
8627,15-08-2008,25.76,29.01,23.52,86.06,3.86,95.57,8.11,2.93
8628,16-08-2008,26.32,30.77,22.65,83.0,3.02,95.64,8.27,3.13
8629,17-08-2008,26.48,31.05,22.76,81.25,2.73,95.89,7.65,3.04
8630,18-08-2008,26.51,31.65,22.62,80.44,3.17,95.98,9.34,3.62
8631,19-08-2008,25.93,30.89,22.17,80.38,3.0,96.1,10.95,3.94
8632,20-08-2008,25.58,30.31,22.17,81.5,2.74,96.2,9.73,3.5
8633,21-08-2008,25.46,30.46,21.87,80.25,2.87,96.12,10.6,3.81
8634,22-08-2008,25.28,30.44,20.79,79.0,2.57,96.08,12.09,4.17
8635,23-08-2008,26.18,31.24,21.83,78.06,2.22,96.08,14.06,4.75
8636,24-08-2008,26.82,31.63,22.29,79.62,1.88,96.05,11.88,4.08
8637,25-08-2008,25.83,28.76,23.47,89.38,2.26,96.01,6.28,2.14
8638,26-08-2008,25.73,28.37,23.78,90.25,2.34,95.98,8.17,2.58
8639,27-08-2008,26.3,30.44,23.39,85.31,2.44,96.03,8.24,2.91
8640,28-08-2008,25.83,29.94,22.67,85.12,2.02,96.08,9.59,3.19
8641,29-08-2008,26.27,30.77,22.84,81.12,1.91,96.03,14.0,4.57
8642,30-08-2008,26.44,31.26,22.22,81.69,1.84,96.1,13.29,4.35
8643,31-08-2008,26.71,31.55,22.26,79.12,1.53,96.22,14.23,4.69
8644,01-09-2008,26.37,30.48,22.43,78.69,1.24,96.25,12.0,3.99
8645,02-09-2008,27.81,32.6,22.58,72.81,0.82,96.21,11.98,4.1
8646,03-09-2008,27.4,31.6,23.23,77.56,0.91,96.13,11.52,3.87
8647,04-09-2008,26.73,30.58,23.73,84.75,0.97,96.18,11.65,3.72
8648,05-09-2008,26.18,30.09,23.62,85.12,1.23,96.11,8.97,2.96
8649,06-09-2008,25.71,29.03,22.86,84.62,0.76,96.09,11.38,3.57
8650,07-09-2008,26.32,30.73,22.34,81.06,1.27,96.11,10.38,3.48
8651,08-09-2008,26.57,31.05,22.65,81.56,1.47,96.01,8.28,2.93
8652,09-09-2008,26.51,30.73,23.01,82.44,1.1,95.99,9.46,3.16
8653,10-09-2008,25.79,29.34,22.6,84.94,1.84,95.88,8.26,2.81
8654,11-09-2008,25.98,29.36,22.99,87.38,2.2,95.73,10.22,3.26
8655,12-09-2008,26.3,30.26,23.77,86.75,2.34,95.68,12.15,3.85
8656,13-09-2008,26.08,29.05,24.13,87.25,3.4,95.65,11.53,3.65
8657,14-09-2008,26.13,29.84,23.36,85.0,2.16,95.81,9.39,3.18
8658,15-09-2008,25.48,28.47,23.01,88.0,2.42,95.86,7.51,2.52
8659,16-09-2008,25.88,30.3,22.08,86.25,1.6,95.79,9.6,3.11
8660,17-09-2008,26.15,30.01,22.44,85.25,1.45,95.69,9.46,3.1
8661,18-09-2008,25.77,29.44,23.44,87.81,1.51,95.66,9.36,2.99
8662,19-09-2008,25.89,30.15,22.46,86.31,1.84,95.66,8.58,2.86
8663,20-09-2008,26.15,30.25,23.27,85.19,2.55,95.96,8.98,3.11
8664,21-09-2008,26.0,30.43,22.65,84.69,2.37,96.09,11.51,3.76
8665,22-09-2008,25.75,30.64,22.24,82.44,2.47,96.2,10.1,3.52
8666,23-09-2008,25.12,30.54,20.62,78.5,1.5,96.3,11.34,3.8
8667,24-09-2008,24.85,30.61,19.4,75.75,1.35,96.36,11.83,3.97
8668,25-09-2008,25.15,31.08,19.91,78.31,2.09,96.41,13.63,4.53
8669,26-09-2008,24.96,30.65,20.33,80.06,2.77,96.38,12.15,4.15
8670,27-09-2008,24.62,30.71,19.61,80.06,2.44,96.37,13.32,4.37
8671,28-09-2008,24.32,30.75,19.31,80.31,2.47,96.42,12.62,4.17
8672,29-09-2008,24.55,31.16,18.8,78.44,2.1,96.42,13.23,4.38
8673,30-09-2008,24.89,31.02,19.51,77.56,1.59,96.4,12.18,4.07
8674,01-10-2008,26.01,32.06,20.4,77.31,1.27,96.31,11.66,3.94
8675,02-10-2008,26.83,32.44,21.85,77.56,1.28,96.28,9.81,3.47
8676,03-10-2008,27.69,32.8,22.47,72.38,0.93,96.39,11.46,4.0
8677,04-10-2008,28.17,34.37,22.68,66.88,0.88,96.36,11.76,4.24
8678,05-10-2008,27.37,33.56,22.11,71.94,1.63,96.39,10.8,4.11
8679,06-10-2008,26.99,33.12,22.54,73.31,1.8,96.39,8.81,3.56
8680,07-10-2008,26.8,32.01,22.3,73.62,1.36,96.41,9.85,3.62
8681,08-10-2008,25.94,31.16,21.32,74.94,1.25,96.42,11.25,3.88
8682,09-10-2008,27.15,33.22,20.88,70.0,0.72,96.56,11.67,3.99
8683,10-10-2008,27.63,34.52,22.85,65.12,1.09,96.73,12.27,4.55
8684,11-10-2008,27.27,35.0,20.98,63.12,1.67,96.8,12.08,4.88
8685,12-10-2008,27.26,35.61,20.83,57.75,1.1,96.74,11.43,4.53
8686,13-10-2008,27.93,36.7,21.14,49.56,0.75,96.57,11.6,4.51
8687,14-10-2008,26.83,36.25,19.87,50.94,1.35,96.56,11.66,5.04
8688,15-10-2008,26.52,35.69,18.48,57.25,1.34,96.6,10.96,4.55
8689,16-10-2008,26.84,35.17,20.05,60.44,1.82,96.63,10.67,4.69
8690,17-10-2008,26.26,34.91,19.23,60.81,2.38,96.59,10.61,4.96
8691,18-10-2008,25.58,34.83,18.77,58.5,2.27,96.64,10.66,5.03
8692,19-10-2008,25.05,34.37,17.89,55.12,1.82,96.66,10.76,4.85
8693,20-10-2008,24.17,33.76,17.23,56.81,1.27,96.52,10.53,4.26
8694,21-10-2008,23.8,34.29,15.99,51.5,1.88,96.53,10.29,4.9
8695,22-10-2008,23.37,34.05,14.86,53.94,2.3,96.55,10.33,5.06
8696,23-10-2008,23.53,33.94,15.42,53.81,2.23,96.58,10.37,5.03
8697,24-10-2008,23.7,34.22,15.48,54.25,1.68,96.59,9.72,4.45
8698,25-10-2008,24.48,34.9,17.22,48.38,1.36,96.5,9.61,4.45
8699,26-10-2008,24.51,35.07,17.15,47.19,0.95,96.39,9.74,4.1
8700,27-10-2008,24.23,35.55,16.13,48.94,1.19,96.37,9.96,4.37
8701,28-10-2008,24.41,35.53,15.73,45.06,1.8,96.48,9.21,4.94
8702,29-10-2008,25.27,35.37,16.05,41.06,1.06,96.56,8.69,4.08
8703,30-10-2008,25.85,35.3,16.88,38.81,1.05,96.7,8.48,4.07
8704,31-10-2008,25.36,35.37,17.01,42.19,1.21,96.76,8.71,4.26
8705,01-11-2008,25.53,35.37,17.32,38.88,1.01,96.68,8.94,4.17
8706,02-11-2008,25.44,35.92,16.87,36.19,1.2,96.61,8.6,4.44
8707,03-11-2008,26.04,36.33,17.85,34.5,0.76,96.63,8.61,3.89
8708,04-11-2008,25.66,36.43,17.46,33.81,1.32,96.54,8.39,4.69
8709,05-11-2008,25.23,35.92,16.51,30.5,1.21,96.45,8.04,4.48
8710,06-11-2008,24.27,35.07,15.74,37.06,1.93,96.5,7.63,5.01
8711,07-11-2008,23.58,34.26,15.48,37.88,2.26,96.67,6.96,5.11
8712,08-11-2008,23.3,34.03,14.95,40.38,1.98,96.73,6.59,4.55
8713,09-11-2008,23.7,34.44,15.24,43.0,2.17,96.68,6.77,4.7
8714,10-11-2008,23.85,33.73,15.7,47.12,1.7,96.66,6.66,3.94
8715,11-11-2008,24.39,33.35,16.26,46.69,1.41,96.6,5.78,3.39
8716,12-11-2008,24.35,32.42,16.55,47.25,1.22,96.47,5.84,3.13
8717,13-11-2008,24.55,32.92,16.99,44.44,1.32,96.39,5.75,3.34
8718,14-11-2008,24.51,32.81,17.58,35.56,0.96,96.43,5.56,3.11
8719,15-11-2008,23.48,32.34,16.43,44.88,1.89,96.45,4.94,3.69
8720,16-11-2008,24.03,32.87,16.21,40.62,2.62,96.47,5.46,4.77
8721,17-11-2008,23.9,30.36,17.73,42.25,3.05,96.45,4.97,4.7
8722,18-11-2008,25.9,32.76,20.38,49.62,2.23,96.49,5.78,4.07
8723,19-11-2008,25.6,33.0,20.55,68.44,1.98,96.6,7.23,3.39
8724,20-11-2008,25.39,33.16,19.47,58.5,2.12,96.78,6.2,3.67
8725,21-11-2008,23.29,32.13,16.98,46.62,3.01,96.91,6.54,5.01
8726,22-11-2008,21.77,31.28,14.02,45.88,2.09,96.95,6.52,4.12
8727,23-11-2008,21.65,31.78,14.26,37.62,2.2,96.99,6.5,4.7
8728,24-11-2008,21.68,33.2,12.72,29.94,1.76,96.91,6.33,4.61
8729,25-11-2008,21.51,32.83,12.29,30.19,1.78,96.89,6.86,4.7
8730,26-11-2008,21.08,32.15,12.42,31.5,2.1,96.91,6.67,4.94
8731,27-11-2008,20.61,31.33,12.05,33.75,2.91,96.95,6.82,5.6
8732,28-11-2008,20.81,31.26,12.63,36.12,3.15,97.0,5.96,5.49
8733,29-11-2008,21.69,31.36,13.67,41.25,2.39,97.08,4.86,4.23
8734,30-11-2008,21.99,28.3,16.14,39.94,2.1,96.99,4.46,3.68
8735,01-12-2008,22.76,27.99,18.72,28.19,2.47,96.89,4.25,4.62
8736,02-12-2008,23.96,31.93,17.47,32.94,2.12,96.72,5.47,4.6
8737,03-12-2008,24.15,33.19,16.98,26.12,1.9,96.65,4.68,4.55
8738,04-12-2008,22.8,30.09,17.53,28.5,1.47,96.75,5.2,3.78
8739,05-12-2008,24.37,33.5,16.86,31.25,2.13,96.99,5.46,4.84
8740,06-12-2008,23.85,32.82,17.66,34.56,2.16,96.96,6.13,4.88
8741,07-12-2008,24.15,33.6,16.07,32.69,1.8,96.78,5.56,4.36
8742,08-12-2008,24.01,33.13,16.45,30.62,2.0,96.83,5.58,4.69
8743,09-12-2008,24.56,33.48,15.61,27.69,1.17,96.8,5.08,3.48
8744,10-12-2008,24.35,33.61,14.68,31.31,1.07,96.74,5.09,3.22
8745,11-12-2008,24.62,33.27,15.59,32.88,1.39,96.69,4.91,3.56
8746,12-12-2008,24.1,32.06,16.07,37.25,1.42,96.59,4.78,3.35
8747,13-12-2008,24.02,32.55,15.91,40.56,1.38,96.79,4.06,3.04
8748,14-12-2008,23.91,32.37,16.51,44.88,1.52,96.89,3.84,3.01
8749,15-12-2008,23.42,31.63,16.35,41.06,2.1,96.84,3.31,3.6
8750,16-12-2008,23.23,31.35,15.83,39.69,1.77,96.75,4.07,3.46
8751,17-12-2008,23.32,31.24,16.48,38.19,2.16,96.92,4.58,4.09
8752,18-12-2008,23.19,32.07,16.64,24.44,2.42,96.96,5.01,5.34
8753,19-12-2008,21.62,29.01,15.96,27.31,1.92,96.83,4.89,4.22
8754,20-12-2008,21.4,27.19,17.03,30.69,1.35,96.85,3.78,3.01
8755,21-12-2008,22.65,28.02,17.68,30.62,1.1,96.83,4.13,2.8
8756,22-12-2008,22.87,30.09,18.16,36.88,1.87,96.89,4.88,3.9
8757,23-12-2008,22.23,31.65,14.92,35.88,1.94,96.93,4.85,4.07
8758,24-12-2008,20.76,30.65,12.25,21.0,1.36,96.89,4.56,3.67
8759,25-12-2008,21.04,31.45,11.26,16.75,1.27,96.89,5.0,3.8
8760,26-12-2008,20.45,31.33,11.32,17.81,1.55,96.77,4.89,4.22
8761,27-12-2008,19.87,30.48,11.59,20.62,1.88,96.74,5.51,4.69
8762,28-12-2008,19.55,29.74,11.11,22.44,1.45,96.71,5.37,3.89
8763,29-12-2008,20.21,30.37,10.74,18.75,1.3,96.73,5.02,3.71
8764,30-12-2008,20.63,31.04,12.9,18.12,1.46,96.78,5.06,4.13
8765,31-12-2008,20.18,30.39,12.0,23.12,2.21,96.79,5.26,4.93
8766,01-01-2009,19.39,28.94,11.74,30.25,2.32,96.84,5.48,4.6
8767,02-01-2009,19.59,29.39,10.84,28.75,2.06,96.88,4.85,4.24
8768,03-01-2009,20.8,29.8,11.73,34.19,1.85,96.86,4.3,3.65
8769,04-01-2009,20.9,30.54,13.8,26.94,1.7,96.75,4.13,3.88
8770,05-01-2009,20.22,29.08,12.66,37.62,2.12,96.59,4.96,3.94
8771,06-01-2009,20.14,28.59,13.2,39.38,1.98,96.58,5.11,3.74
8772,07-01-2009,20.43,28.33,12.49,36.81,2.16,96.76,2.94,3.43
8773,08-01-2009,19.69,26.14,15.15,56.38,3.75,96.99,3.91,3.65
8774,09-01-2009,21.15,28.9,14.76,60.31,3.08,97.02,4.77,3.44
8775,10-01-2009,21.88,28.55,15.66,61.44,1.81,97.01,4.53,2.6
8776,11-01-2009,22.39,29.62,16.07,59.31,2.42,97.03,5.11,3.27
8777,12-01-2009,23.05,30.53,15.98,55.25,2.45,97.13,6.03,3.76
8778,13-01-2009,23.98,31.37,16.04,49.88,1.7,97.24,5.7,3.38
8779,14-01-2009,24.07,32.06,16.55,44.81,1.57,97.29,5.02,3.35
8780,15-01-2009,22.72,29.65,16.04,48.5,2.04,97.24,4.8,3.42
8781,16-01-2009,23.2,31.62,16.13,47.12,2.32,97.17,6.13,4.21
8782,17-01-2009,23.3,30.85,15.38,46.62,1.56,97.01,5.97,3.41
8783,18-01-2009,23.91,31.61,16.17,39.31,1.55,96.89,5.81,3.68
8784,19-01-2009,23.19,32.01,15.37,35.12,1.56,96.89,6.14,3.97
8785,20-01-2009,21.99,30.36,15.79,45.25,2.43,96.96,6.11,4.31
8786,21-01-2009,21.95,30.28,16.66,39.5,2.03,96.94,5.76,4.18
8787,22-01-2009,22.13,31.86,14.74,26.81,1.51,96.8,6.02,4.21
8788,23-01-2009,22.72,33.4,14.19,20.31,2.02,96.71,6.44,5.46
8789,24-01-2009,22.82,31.06,15.95,22.38,2.02,96.62,6.22,5.04
8790,25-01-2009,24.76,35.31,17.41,25.25,1.67,96.57,6.7,5.03
8791,26-01-2009,23.23,32.74,15.43,39.25,2.26,96.65,7.3,4.94
8792,27-01-2009,22.39,32.69,14.01,20.12,2.3,96.74,6.33,5.74
8793,28-01-2009,22.48,33.16,13.33,23.44,2.03,96.68,6.78,5.34
8794,29-01-2009,22.02,31.04,13.34,26.69,1.73,96.73,6.4,4.45
8795,30-01-2009,24.05,34.36,15.03,21.81,1.95,96.72,6.54,5.37
8796,31-01-2009,23.41,33.93,15.01,19.56,2.34,96.65,6.99,6.16
8797,01-02-2009,22.41,33.73,13.25,23.0,2.31,96.74,7.33,5.98
8798,02-02-2009,22.14,32.81,12.8,18.0,1.8,96.82,7.07,5.27
8799,03-02-2009,22.41,33.52,13.05,15.06,1.65,96.75,7.04,5.25
8800,04-02-2009,22.03,33.08,12.85,16.12,2.2,96.73,7.14,6.04
8801,05-02-2009,22.35,32.68,13.65,25.5,1.96,96.78,7.82,5.36
8802,06-02-2009,22.05,31.75,14.29,27.5,2.07,96.84,8.54,5.51
8803,07-02-2009,23.17,33.13,13.87,19.5,1.93,96.79,7.79,5.6
8804,08-02-2009,23.24,33.14,13.29,23.5,1.75,96.89,7.66,5.1
8805,09-02-2009,24.15,34.48,14.65,22.06,1.8,96.81,6.98,5.24
8806,10-02-2009,23.14,31.81,15.98,19.69,2.77,96.64,6.92,6.42
8807,11-02-2009,20.89,29.59,14.65,26.62,2.52,96.72,8.91,5.94
8808,12-02-2009,20.4,30.14,11.48,25.31,1.84,96.73,8.63,5.09
8809,13-02-2009,21.26,31.58,11.8,24.31,1.76,96.53,8.18,5.07
8810,14-02-2009,22.76,32.89,13.97,30.44,1.79,96.57,8.64,5.14
8811,15-02-2009,23.65,33.33,15.18,28.69,1.81,96.57,8.52,5.27
8812,16-02-2009,24.38,33.83,14.82,26.44,1.66,96.65,8.37,5.12
8813,17-02-2009,24.89,34.52,15.65,23.62,1.55,96.69,7.28,4.87
8814,18-02-2009,25.19,34.83,17.08,24.12,1.91,96.62,7.66,5.57
8815,19-02-2009,25.16,34.58,16.13,19.56,1.84,96.53,7.37,5.51
8816,20-02-2009,25.79,35.32,17.42,19.81,2.02,96.71,6.44,5.66
8817,21-02-2009,26.96,35.26,18.83,19.12,1.79,96.73,5.89,5.13
8818,22-02-2009,27.27,35.86,19.26,22.94,1.33,96.4,6.31,4.41
8819,23-02-2009,26.77,35.8,19.14,19.81,2.38,96.39,7.69,6.62
8820,24-02-2009,25.87,35.5,17.45,19.94,2.84,96.43,8.81,7.47
8821,25-02-2009,26.47,36.3,17.56,28.88,1.95,96.41,9.67,6.06
8822,26-02-2009,27.92,38.01,19.45,22.38,1.95,96.39,9.29,6.51
8823,27-02-2009,28.25,38.23,19.87,20.31,2.39,96.47,9.32,7.36
8824,28-02-2009,27.83,37.9,18.72,19.94,2.23,96.47,9.07,6.97
8825,01-03-2009,28.22,39.08,18.21,18.94,1.62,96.49,9.29,6.18
8826,02-03-2009,28.76,39.35,19.36,17.06,2.13,96.49,9.15,7.19
8827,03-03-2009,28.73,39.42,19.6,12.62,2.37,96.46,9.71,8.06
8828,04-03-2009,28.44,39.0,18.97,13.75,2.54,96.41,9.68,8.17
8829,05-03-2009,27.26,37.51,18.81,20.5,2.53,96.41,10.0,7.64
8830,06-03-2009,27.0,37.72,17.57,12.06,2.19,96.45,9.23,7.38
8831,07-03-2009,26.13,36.18,17.82,18.81,3.16,96.5,10.23,8.48
8832,08-03-2009,26.66,36.65,17.19,16.62,2.21,96.34,9.56,7.05
8833,09-03-2009,27.57,36.98,19.48,17.5,1.63,96.46,8.77,5.94
8834,10-03-2009,28.65,37.85,20.1,16.25,2.0,96.58,8.88,6.73
8835,11-03-2009,27.55,36.81,19.65,16.12,2.55,96.67,10.0,7.84
8836,12-03-2009,27.59,37.61,18.23,12.62,1.77,96.61,9.29,6.57
8837,13-03-2009,28.27,37.47,18.64,8.75,1.79,96.68,7.67,6.26
8838,14-03-2009,26.23,33.45,21.33,14.06,1.45,96.71,7.94,5.31
8839,15-03-2009,27.55,36.58,18.47,22.88,0.9,96.52,9.73,4.7
8840,16-03-2009,27.73,37.68,18.13,15.94,1.73,96.44,10.8,6.76
8841,17-03-2009,27.9,37.56,18.19,14.69,2.13,96.44,10.05,7.25
8842,18-03-2009,28.53,37.48,19.62,17.31,2.09,96.48,10.06,7.06
8843,19-03-2009,28.74,38.23,19.87,15.88,2.5,96.39,10.71,8.11
8844,20-03-2009,28.8,37.65,19.7,22.25,2.38,96.31,10.95,7.47
8845,21-03-2009,27.63,36.05,19.47,31.31,2.6,96.38,11.59,7.21
8846,22-03-2009,26.58,35.11,18.49,33.5,1.95,96.45,12.08,6.36
8847,23-03-2009,27.69,36.76,19.34,33.44,2.08,96.52,12.2,6.75
8848,24-03-2009,27.99,37.01,19.52,29.31,2.0,96.53,11.77,6.76
8849,25-03-2009,28.58,37.7,20.71,27.19,3.3,96.5,12.99,8.99
8850,26-03-2009,27.26,36.44,18.52,24.75,2.02,96.45,13.47,7.39
8851,27-03-2009,26.12,33.48,17.97,20.5,1.73,96.4,11.95,6.41
8852,28-03-2009,27.89,36.87,19.69,29.94,2.68,96.43,13.38,7.99
8853,29-03-2009,28.85,37.83,20.94,32.56,2.77,96.35,12.63,7.9
8854,30-03-2009,29.83,39.72,20.4,27.69,3.1,96.33,13.04,8.97
8855,31-03-2009,30.55,39.71,21.88,21.75,2.49,96.26,12.96,8.55
8856,01-04-2009,31.48,40.56,22.19,21.5,2.05,96.3,13.24,8.04
8857,02-04-2009,32.19,41.08,23.6,20.56,2.44,96.35,13.25,8.83
8858,03-04-2009,32.6,41.02,23.9,21.81,2.82,96.4,11.7,8.85
8859,04-04-2009,31.59,39.29,23.96,18.31,3.08,96.36,11.23,9.14
8860,05-04-2009,31.61,39.79,23.71,16.44,3.13,96.45,11.28,9.46
